epoch,train_seg_loss,val_seg_loss
153,0.74886,1.33823
154,0.78983,1.33608
155,0.80256,1.35258
156,0.78375,1.37396
157,0.77902,1.3475
158,0.76942,1.36327
159,0.76207,1.33703
160,0.75557,1.3487
161,0.78116,1.31443
162,0.76441,1.33765
163,0.7752,1.36201
164,0.77292,1.34357
165,0.74801,1.32809
166,0.76623,1.35948
167,0.75661,1.31674
168,0.7404,1.33998
169,0.75639,1.34381
170,0.76221,1.35515
171,0.75372,1.36362
172,0.72919,1.34866
173,0.72914,1.3432
174,0.74588,1.38032
175,0.74986,1.36847
176,0.73525,1.37404
177,0.72824,1.35219
178,0.73691,1.32867
179,0.73205,1.35079
180,0.71139,1.36197
181,0.72472,1.3561
182,0.72409,1.35617
183,0.73183,1.3157
184,0.72242,1.33507
185,0.73019,1.33289
186,0.71956,1.35518
187,0.71303,1.31589
188,0.73649,1.32253
189,0.73658,1.33717
190,0.7209,1.3742
191,0.72081,1.34676
192,0.71375,1.34318
193,0.70844,1.36407
194,0.70724,1.35967
195,0.72642,1.39912
196,0.71756,1.35999
197,0.70952,1.33556
198,0.70761,1.32662
199,0.70594,1.35269
200,0.69447,1.39355
201,0.70011,1.39315
202,0.6912,1.39578
203,0.70545,1.38894
204,0.70889,1.37206
205,0.69119,1.39198
206,0.6998,1.36449
207,0.68642,1.38537
208,0.68373,1.41836
209,0.691,1.38465
210,0.70448,1.37097
211,0.70504,1.36974
212,0.6853,1.38538
213,0.69328,1.41867
214,0.66175,1.41045
215,0.68823,1.39146
216,0.65992,1.36519
217,0.6826,1.43282
218,0.69519,1.41386
219,0.69066,1.36071
220,0.67342,1.35153
221,0.66607,1.35601
222,0.66227,1.38254
223,0.67983,1.39419
224,0.65906,1.39073
225,0.64948,1.40069
226,0.66965,1.38039
227,0.67112,1.39627
228,0.68503,1.38657
229,0.66314,1.40215
230,0.64555,1.40432
231,0.67041,1.38945
232,0.65312,1.40079
233,0.6683,1.38863
234,0.64947,1.39441
235,0.65444,1.37497
236,0.65289,1.41029
237,0.65499,1.40443
238,0.64459,1.38859
239,0.67372,1.35531
240,0.63705,1.37287
241,0.66422,1.3915
242,0.65982,1.39688
243,0.65648,1.39666
244,0.64145,1.37994
245,0.65182,1.3665
246,0.64128,1.38402
247,0.62933,1.39687
248,0.64112,1.41614
249,0.64967,1.41222
250,0.62689,1.41195
251,0.66273,1.37914
252,0.63618,1.39213
253,0.63587,1.41588
254,0.63212,1.44253
255,0.63345,1.43806
256,0.62328,1.4339
257,0.63459,1.41182
258,0.62317,1.42409
259,0.62508,1.40135
260,0.62904,1.40757
261,0.61245,1.42532
262,0.63043,1.44543
263,0.62642,1.45314
264,0.62476,1.45323
265,0.6272,1.44546
266,0.62024,1.44686
267,0.63149,1.43899
268,0.647,1.43975
269,0.62425,1.42846
270,0.61155,1.43318
271,0.62164,1.42997
272,0.61863,1.42325
273,0.61361,1.43522
274,0.61514,1.44209
275,0.6331,1.44781
276,0.61837,1.45056
277,0.61463,1.44728
278,0.6199,1.44372
279,0.60698,1.43505
280,0.59118,1.42773
281,0.62123,1.42572
282,0.61279,1.42787
283,0.60971,1.43164
284,0.61996,1.44468
285,0.61293,1.453
286,0.59485,1.45382
287,0.60112,1.43735
288,0.60268,1.4426
289,0.59293,1.45308
290,0.62941,1.45656
291,0.6077,1.45556
292,0.61385,1.44632
293,0.59857,1.4494
294,0.60002,1.45072
295,0.62113,1.43446
296,0.60336,1.42347
297,0.60594,1.43786
298,0.59033,1.44989
299,0.59519,1.46235
300,0.59301,1.47117
301,0.59308,1.46996
302,0.58755,1.46704
303,0.58225,1.44594
304,0.58961,1.43803
305,0.58125,1.43402
306,0.60254,1.42708
307,0.587,1.43077
308,0.57847,1.43824
309,0.60271,1.43724
310,0.58542,1.44158
311,0.58788,1.44032
312,0.58306,1.44688
313,0.5823,1.44912
314,0.58832,1.44426
315,0.59587,1.44171
316,0.58168,1.43757
317,0.57554,1.44285
318,0.58436,1.45803
319,0.58218,1.46587
320,0.55643,1.46198
321,0.57614,1.45268
322,0.56396,1.45271
323,0.57063,1.45242
324,0.5747,1.45333
325,0.57597,1.44808
326,0.57799,1.44698
327,0.57894,1.45214
328,0.56794,1.44397
329,0.57015,1.4399
330,0.56727,1.44312
