epoch,train_seg_loss,val_seg_loss
113,0.84008,1.53962
114,0.84575,1.51891
115,0.8467,1.51454
116,0.84142,1.49519
117,0.85892,1.50377
118,0.83146,1.52693
119,0.83281,1.53166
120,0.819,1.53612
121,0.82873,1.53601
122,0.8253,1.53449
123,0.82787,1.51173
124,0.83362,1.51569
125,0.8251,1.51591
126,0.81817,1.52486
127,0.81047,1.54068
128,0.8078,1.53815
129,0.81432,1.55309
130,0.81898,1.55231
131,0.80464,1.53928
132,0.79807,1.5334
133,0.79883,1.54573
134,0.80425,1.5671
135,0.81641,1.55634
136,0.80767,1.55202
137,0.79882,1.54749
138,0.78176,1.559
139,0.79721,1.55635
140,0.78458,1.56669
141,0.79991,1.57752
142,0.79154,1.59711
143,0.79161,1.59886
144,0.77809,1.59385
145,0.78185,1.57511
146,0.7909,1.56428
147,0.78117,1.55326
148,0.7897,1.55576
149,0.76632,1.55946
150,0.7789,1.56125
151,0.77004,1.56765
152,0.76742,1.5808
153,0.76854,1.59458
154,0.76319,1.59195
155,0.7752,1.57519
156,0.76913,1.58104
157,0.75245,1.58732
158,0.75486,1.58743
159,0.76178,1.59104
160,0.757,1.58916
161,0.75048,1.57834
162,0.76289,1.57574
163,0.74007,1.56708
164,0.73927,1.56741
165,0.75921,1.57123
166,0.75216,1.59432
167,0.76173,1.59629
168,0.73894,1.59433
169,0.73556,1.59003
170,0.73744,1.58687
171,0.73184,1.59238
172,0.74309,1.58828
173,0.73303,1.58931
174,0.72967,1.58627
175,0.73238,1.58938
176,0.72409,1.58575
177,0.73935,1.57803
178,0.72364,1.5888
179,0.72875,1.59041
180,0.72621,1.60498
181,0.73055,1.59986
182,0.71488,1.60321
183,0.72574,1.60853
184,0.72422,1.61147
185,0.71878,1.60881
186,0.72533,1.60411
187,0.72331,1.60672
188,0.71795,1.61597
189,0.7106,1.61466
190,0.71087,1.61176
191,0.70556,1.61713
192,0.71947,1.61695
193,0.71287,1.62306
194,0.7082,1.62346
195,0.70978,1.63434
196,0.70301,1.63175
197,0.70998,1.63405
198,0.7112,1.62795
199,0.70395,1.63633
200,0.69398,1.63898
201,0.69437,1.64629
202,0.69449,1.64832
203,0.6983,1.65473
204,0.70365,1.65329
205,0.69174,1.65661
206,0.69839,1.66026
207,0.67664,1.66166
208,0.69495,1.66434
209,0.68088,1.66037
210,0.68956,1.66219
211,0.68565,1.66592
212,0.6909,1.66455
213,0.68595,1.66276
214,0.67798,1.66463
215,0.67906,1.66368
216,0.67752,1.66354
217,0.68254,1.66095
218,0.68233,1.66325
219,0.66825,1.66612
220,0.66972,1.66658
221,0.66352,1.67041
222,0.6672,1.67127
223,0.6662,1.67443
224,0.66413,1.67522
225,0.66961,1.67196
226,0.6658,1.67001
227,0.65805,1.67003
228,0.663,1.67028
229,0.66225,1.66965
230,0.65824,1.67144
231,0.66222,1.67227
232,0.65939,1.67227
233,0.65049,1.67378
234,0.66123,1.67199
235,0.66233,1.67399
236,0.66914,1.67279
237,0.65196,1.67016
238,0.66019,1.6707
239,0.65062,1.67356
240,0.64061,1.6715
241,0.64788,1.67196
242,0.65694,1.6715
243,0.63839,1.67296
244,0.6389,1.67434
245,0.64479,1.67355
246,0.6474,1.67558
247,0.63667,1.67843
248,0.63907,1.67861
249,0.64818,1.67644
250,0.63095,1.6787
251,0.63228,1.68079
252,0.63139,1.68303
253,0.62963,1.68249
254,0.6276,1.6829
255,0.63369,1.68469
256,0.63154,1.68361
257,0.6285,1.68452
258,0.6328,1.68383
259,0.63258,1.68499
260,0.62791,1.68505
261,0.62682,1.68614
262,0.62799,1.68712
263,0.62187,1.68737
264,0.61774,1.68852
265,0.61809,1.69005
266,0.61438,1.69033
267,0.61359,1.68972
268,0.60924,1.69053
269,0.6064,1.68893
270,0.61945,1.69053
271,0.62221,1.69214
272,0.6114,1.69107
273,0.61593,1.69048
