lrs,losses
9.999999974752427e-7,0.9207943081855774
0.0000010525002380745718,0.920918123288587
0.0000011077568160544615,0.9222965613220385
0.0000011659143410724937,0.9228319596522071
0.0000012271251534912153,0.9236404366271439
0.0000012915495517518139,0.92408712457503
0.0000013593562471214682,0.924580150953411
0.0000014307228184406995,0.9249249502633351
0.000001505836166870722,0.9250781335771328
0.0000015848929706407944,0.9253225143249197
0.0000016681002534824074,0.925640280140801
0.0000017556759530634736,0.9259862137322954
0.0000018478493757356773,0.9262671221923431
0.0000019448618786555016,0.926547889559676
0.000002046967665592092,0.926805535970965
0.000002154434014300932,0.9269810567482575
0.0000022675424133922206,0.9271396968768957
0.0000023865889033913845,0.927287750323276
0.000002511885440981132,0.9274004090916335
0.0000026437601263751276,0.9274571891428735
0.000002782558112812694,0.9275438467266848
0.000002928643198174541,0.9276609384753651
0.000003082397597609088,0.9277507114445986
0.0000032442242172692204,0.9277907879163566
0.0000034145468816859648,0.9274801905564506
0.000003593811470636865,0.9270190153669748
0.0000037824875107617117,0.9265368185502953
0.000003981068857683567,0.9261150966243158
0.000004190075742371846,0.9256601780278072
0.000004410055680637015,0.9251830406217316
0.000004641584837372648,0.9247089118686728
0.000004885269390797475,0.9242375394461665
0.000005141747351444792,0.9239500158616245
0.000005411690381151857,0.9236697870088391
0.000005695805612049298,0.9233615808618736
0.000005994837010803167,0.923058960373955
0.000006309567652351689,0.9227961512530101
0.00000664082153889467,0.922573875131857
0.000006989466328377603,0.9223443502992631
0.000007356415153481066,0.9220894525838497
0.000007742628440610133,0.9218238163440388
0.000008149118002620526,0.921586180584276
0.00000857694885780802,0.9213850512689311
0.000009027240594150499,0.9211465557744297
0.00000950117282627616,0.9208871444675312
0.000009999987014452927,0.9206063913902539
0.000010524989193072543,0.9203421329628118
0.000011077553608629387,0.9200493824095916
0.000011659128176688682,0.9187933102720807
0.000012271235391381197,0.9176515414228585
0.000012915478691866156,0.9165528983694232
0.000013593544281320646,0.9155119694627335
0.000014307208402897231,0.9144598711136646
0.000015058340068208054,0.9133958416686572
0.00001584890742378775,0.9123502115195985
0.000016680978660588153,0.9113598891962189
0.000017556734746904112,0.9103910199458698
0.000018478467609384097,0.9094277034545787
0.000019448591046966612,0.908588892064818
0.00002046964618784841,0.9077328399586972
0.000021544306946452707,0.9068578154133443
0.000022675389118376188,0.9060282666416666
0.000023865852199378423,0.9051555703180554
0.000025118815756286494,0.9043078789215863
0.000026437559426994994,0.9034492376859689
0.000027825537472381257,0.9025672507530239
0.000029286384233273566,0.9016773650854102
0.00003082392504438758,0.9007949276740447
0.00003244218896725215,0.8999013220933535
0.000034145410609198734,0.898997517579189
0.00003593805377022363,0.8980898583634647
0.00003782481144298799,0.8971555070482821
0.00003981062400271185,0.8951186999536646
0.00004190069012111053,0.8930035788442079
0.00004410048495628871,0.8909365799990274
0.000046415771066676825,0.888896496438037
0.00004885260932496749,0.886828618371208
0.000051417384383967146,0.8847026741532547
0.00005411680831457488,0.8825905809674358
0.00005695795334759168,0.8805483007679871
0.00005994825914967805,0.878529635580631
0.00006309555465122685,0.876536738281965
0.00006640808715019375,0.874520113188539
0.00006989452958805487,0.8725502671454772
0.00007356401329161599,0.8705595138220127
0.00007742614252492785,0.8685761364215221
0.00008149103086907417,0.8666205164000458
0.00008576933032600209,0.8646380662841566
0.00009027223859447986,0.8626596123553185
0.00009501155000180006,0.8607164484444662
0.00009999967733165249,0.8587838644211516
0.00010524968820391223,0.8568304072341626
0.00011077531962655485,0.8549133099549553
0.00011659105075523257,0.8529861240458992
0.0001227121101692319,0.8510489216921255
0.00012915451952721924,0.8490795901263882
0.0001359351590508595,0.8457648721927169
0.00014307178207673132,0.8425253215274628
0.00015058308781590313,0.8393805053361378
0.00015848873590584844,0.8362291846223381
0.00016680943372193724,0.8330252877939869
0.00017556696548126638,0.8297868788199305
0.000184784279554151,0.8265488383925884
0.00019448550301603973,0.8233212824947979
0.0002046960435109213,0.8201770642106504
0.00021544263290707022,0.8170830179460609
0.00022675342916045338,0.8140391437044417
0.0002386580454185605,0.8109891410984406
0.00025118765188381076,0.8080391013978955
0.0002643750631250441,0.8051161299268668
0.0002782548253890127,0.8022933814820977
0.0002928632602561265,0.7994551664622026
0.00030823866836726665,0.796645533162252
0.0003244212712161243,0.7938848182439402
0.0003414534730836749,0.7911314291224822
0.0003593798610381782,0.7884013658114667
0.0003782473795581609,0.7856980812191574
0.00039810544694773853,0.7830491912503519
0.00041900607175193727,0.7804253040297154
0.00044100399827584624,0.7778423284651077
0.0004641568229999393,0.7739746957646105
0.0004885251983068883,0.769901603296291
0.000514172890689224,0.7661364027310714
0.0005411671008914709,0.7623806738643892
0.000569578493013978,0.758658158105884
0.0005994815146550536,0.7549448584486806
0.0006309544551186264,0.7512614069758083
0.0006640797364525497,0.7477043849119142
0.0006989440880715847,0.7440838674972282
0.0007356388377957046,0.7405102226213897
0.0007742600864730775,0.7369964953033026
0.0008149089408107102,0.7334884059340371
0.0008576918626204133,0.7300039766120142
0.0009027209016494453,0.7265471826392579
